Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.OL_684_C_XFMR_684_C_1,   0.828242,   147.07,          0,     0.00,          0,     0.00,          0,     0.00,   0.828242,   147.07,   0.828242,   -32.93,          0,     0.00,          0,     0.00,          0,     0.00,   0.828242,   -32.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_675_C_XFMR_675_C_1,   0.832848,   146.95,          0,     0.00,          0,     0.00,          0,     0.00,   0.832848,   146.95,   0.832848,   -33.06,          0,     0.00,          0,     0.00,          0,     0.00,   0.832848,   -33.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_40,    1.03538,   147.47,    1.03538,   -32.53,          0,     0.00,          0,     0.00, 1.30548E-8,    57.49,    1.03538,   -32.53,    1.03538,   147.47,          0,     0.00,          0,     0.00, 1.87497E-12,    75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_675_C_XFMR_675_C_2,   0.832848,   146.95,          0,     0.00,          0,     0.00,          0,     0.00,   0.832848,   146.95,   0.832848,   -33.06,          0,     0.00,          0,     0.00,          0,     0.00,   0.832848,   -33.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_675_C_XFMR_675_C_3,   0.832848,   146.95,          0,     0.00,          0,     0.00,          0,     0.00,   0.832848,   146.95,   0.832848,   -33.06,          0,     0.00,          0,     0.00,          0,     0.00,   0.832848,   -33.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_675_C_XFMR_675_C_4,   0.832848,   146.95,          0,     0.00,          0,     0.00,          0,     0.00,   0.832848,   146.95,   0.832848,   -33.06,          0,     0.00,          0,     0.00,          0,     0.00,   0.832848,   -33.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_675_C_XFMR_675_C_5,   0.832848,   146.95,          0,     0.00,          0,     0.00,          0,     0.00,   0.832848,   146.95,   0.832848,   -33.06,          0,     0.00,          0,     0.00,          0,     0.00,   0.832848,   -33.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_671_C,    4.14147,   147.08,          0,     0.00,          0,     0.00,          0,     0.00,    4.14147,   147.08,    4.14147,   -32.92,          0,     0.00,          0,     0.00,          0,     0.00,    4.14147,   -32.92,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_671_A,    4.13336,    26.52,          0,     0.00,          0,     0.00,          0,     0.00,    4.13336,    26.52,    4.13336,  -153.48,          0,     0.00,          0,     0.00,          0,     0.00,    4.13336,  -153.48,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_671_B,    4.12484,   -92.51,          0,     0.00,          0,     0.00,          0,     0.00,    4.12484,   -92.51,    4.12484,    87.49,          0,     0.00,          0,     0.00,          0,     0.00,    4.12484,    87.49,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_A_H_6,    1.01219,    27.79,    1.01219,  -152.21,          0,     0.00,          0,     0.00, 1.27603E-8,   -62.19,    1.01219,  -152.21,    1.01219,    27.79,          0,     0.00,          0,     0.00, 4.54747E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_A_H_7,    1.01219,    27.79,    1.01219,  -152.21,          0,     0.00,          0,     0.00, 1.27603E-8,   -62.19,    1.01219,  -152.21,    1.01219,    27.79,          0,     0.00,          0,     0.00, 4.54747E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_A_H_4,    1.01219,    27.79,    1.01219,  -152.21,          0,     0.00,          0,     0.00, 1.27603E-8,   -62.19,    1.01219,  -152.21,    1.01219,    27.79,          0,     0.00,          0,     0.00, 4.54747E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_A_H_5,    1.01219,    27.79,    1.01219,  -152.21,          0,     0.00,          0,     0.00, 1.27603E-8,   -62.19,    1.01219,  -152.21,    1.01219,    27.79,          0,     0.00,          0,     0.00, 4.54747E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_A_H_2,    1.01219,    27.79,    1.01219,  -152.21,          0,     0.00,          0,     0.00, 1.27603E-8,   -62.19,    1.01219,  -152.21,    1.01219,    27.79,          0,     0.00,          0,     0.00, 4.54747E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_A_H_3,    1.01219,    27.79,    1.01219,  -152.21,          0,     0.00,          0,     0.00, 1.27603E-8,   -62.19,    1.01219,  -152.21,    1.01219,    27.79,          0,     0.00,          0,     0.00, 4.54747E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_A_H_1,    1.01219,    27.79,    1.01219,  -152.21,          0,     0.00,          0,     0.00, 1.27603E-8,   -62.19,    1.01219,  -152.21,    1.01219,    27.79,          0,     0.00,          0,     0.00, 4.54747E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_A_H_8,    1.01219,    27.79,    1.01219,  -152.21,          0,     0.00,          0,     0.00, 1.27603E-8,   -62.19,    1.01219,  -152.21,    1.01219,    27.79,          0,     0.00,          0,     0.00, 4.54747E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_A_H_9,    1.01219,    27.79,    1.01219,  -152.21,          0,     0.00,          0,     0.00, 1.27568E-8,   -62.17,    1.01219,  -152.21,    1.01219,    27.79,          0,     0.00,          0,     0.00, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_40,    1.03332,    26.91,    1.03332,  -153.09,          0,     0.00,          0,     0.00, 1.30272E-8,   -63.09,    1.03332,  -153.09,    1.03332,    26.91,          0,     0.00,          0,     0.00, 2.03369E-12,   153.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_12,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_13,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_10,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_11,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_16,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_17,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_14,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_15,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_18,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_19,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_25,    1.03538,   147.47,    1.03538,   -32.53,          0,     0.00,          0,     0.00, 1.30548E-8,    57.49,    1.03538,   -32.53,    1.03538,   147.47,          0,     0.00,          0,     0.00, 1.87497E-12,    75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_24,    1.03538,   147.47,    1.03538,   -32.53,          0,     0.00,          0,     0.00, 1.30548E-8,    57.49,    1.03538,   -32.53,    1.03538,   147.47,          0,     0.00,          0,     0.00, 1.87497E-12,    75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_23,    1.03538,   147.47,    1.03538,   -32.53,          0,     0.00,          0,     0.00, 1.30548E-8,    57.49,    1.03538,   -32.53,    1.03538,   147.47,          0,     0.00,          0,     0.00, 1.87497E-12,    75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_22,    1.03538,   147.47,    1.03538,   -32.53,          0,     0.00,          0,     0.00, 1.30548E-8,    57.49,    1.03538,   -32.53,    1.03538,   147.47,          0,     0.00,          0,     0.00, 1.87497E-12,    75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_21,    1.03538,   147.47,    1.03538,   -32.53,          0,     0.00,          0,     0.00, 1.30548E-8,    57.49,    1.03538,   -32.53,    1.03538,   147.47,          0,     0.00,          0,     0.00, 1.87497E-12,    75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_20,    1.03538,   147.47,    1.03538,   -32.53,          0,     0.00,          0,     0.00, 1.30548E-8,    57.49,    1.03538,   -32.53,    1.03538,   147.47,          0,     0.00,          0,     0.00, 1.87497E-12,    75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_40,     1.0112,   -91.62,     1.0112,    88.38,          0,     0.00,          0,     0.00, 1.27398E-8,   178.38,     1.0112,    88.37,     1.0112,   -91.63,          0,     0.00,          0,     0.00, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_29,    1.03538,   147.47,    1.03538,   -32.53,          0,     0.00,          0,     0.00, 1.30548E-8,    57.49,    1.03538,   -32.53,    1.03538,   147.47,          0,     0.00,          0,     0.00, 1.87497E-12,    75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_28,    1.03538,   147.47,    1.03538,   -32.53,          0,     0.00,          0,     0.00, 1.30548E-8,    57.49,    1.03538,   -32.53,    1.03538,   147.47,          0,     0.00,          0,     0.00, 1.87497E-12,    75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_27,    1.03538,   147.47,    1.03538,   -32.53,          0,     0.00,          0,     0.00, 1.30548E-8,    57.49,    1.03538,   -32.53,    1.03538,   147.47,          0,     0.00,          0,     0.00, 1.87497E-12,    75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_26,    1.03538,   147.47,    1.03538,   -32.53,          0,     0.00,          0,     0.00, 1.30548E-8,    57.49,    1.03538,   -32.53,    1.03538,   147.47,          0,     0.00,          0,     0.00, 1.87497E-12,    75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_31,    1.03332,    26.91,    1.03332,  -153.09,          0,     0.00,          0,     0.00, 1.30281E-8,   -63.10,    1.03332,  -153.09,    1.03332,    26.91,          0,     0.00,          0,     0.00, 2.57244E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_30,    1.03332,    26.91,    1.03332,  -153.09,          0,     0.00,          0,     0.00, 1.30281E-8,   -63.10,    1.03332,  -153.09,    1.03332,    26.91,          0,     0.00,          0,     0.00, 2.57244E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_20,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_39,     1.0112,   -91.62,     1.0112,    88.38,          0,     0.00,          0,     0.00, 1.27398E-8,   178.38,     1.0112,    88.37,     1.0112,   -91.63,          0,     0.00,          0,     0.00, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_38,     1.0112,   -91.62,     1.0112,    88.38,          0,     0.00,          0,     0.00, 1.27398E-8,   178.38,     1.0112,    88.37,     1.0112,   -91.63,          0,     0.00,          0,     0.00, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_37,     1.0112,   -91.62,     1.0112,    88.38,          0,     0.00,          0,     0.00, 1.27398E-8,   178.38,     1.0112,    88.37,     1.0112,   -91.63,          0,     0.00,          0,     0.00, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_35,    1.03332,    26.91,    1.03332,  -153.09,          0,     0.00,          0,     0.00, 1.30272E-8,   -63.09,    1.03332,  -153.09,    1.03332,    26.91,          0,     0.00,          0,     0.00, 2.03369E-12,   153.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_23,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_36,     1.0112,   -91.62,     1.0112,    88.38,          0,     0.00,          0,     0.00, 1.27398E-8,   178.38,     1.0112,    88.37,     1.0112,   -91.63,          0,     0.00,          0,     0.00, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_34,    1.03332,    26.91,    1.03332,  -153.09,          0,     0.00,          0,     0.00, 1.30272E-8,   -63.09,    1.03332,  -153.09,    1.03332,    26.91,          0,     0.00,          0,     0.00, 2.03369E-12,   153.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_24,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_35,     1.0112,   -91.62,     1.0112,    88.38,          0,     0.00,          0,     0.00, 1.27398E-8,   178.38,     1.0112,    88.37,     1.0112,   -91.63,          0,     0.00,          0,     0.00, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_33,    1.03332,    26.91,    1.03332,  -153.09,          0,     0.00,          0,     0.00, 1.30272E-8,   -63.09,    1.03332,  -153.09,    1.03332,    26.91,          0,     0.00,          0,     0.00, 2.03369E-12,   153.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_21,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_34,     1.0112,   -91.62,     1.0112,    88.38,          0,     0.00,          0,     0.00, 1.27398E-8,   178.38,     1.0112,    88.37,     1.0112,   -91.63,          0,     0.00,          0,     0.00, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_32,    1.03332,    26.91,    1.03332,  -153.09,          0,     0.00,          0,     0.00, 1.30281E-8,   -63.10,    1.03332,  -153.09,    1.03332,    26.91,          0,     0.00,          0,     0.00, 2.57244E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_22,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_39,    1.03332,    26.91,    1.03332,  -153.09,          0,     0.00,          0,     0.00, 1.30272E-8,   -63.09,    1.03332,  -153.09,    1.03332,    26.91,          0,     0.00,          0,     0.00, 2.03369E-12,   153.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_27,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_38,    1.03332,    26.91,    1.03332,  -153.09,          0,     0.00,          0,     0.00, 1.30272E-8,   -63.09,    1.03332,  -153.09,    1.03332,    26.91,          0,     0.00,          0,     0.00, 2.03369E-12,   153.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_28,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_37,    1.03332,    26.91,    1.03332,  -153.09,          0,     0.00,          0,     0.00, 1.30272E-8,   -63.09,    1.03332,  -153.09,    1.03332,    26.91,          0,     0.00,          0,     0.00, 2.03369E-12,   153.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_25,    1.03122,   -92.11,    1.03122,    87.89,          0,     0.00,          0,     0.00, 1.29928E-8,   177.89,    1.03122,    87.89,    1.03122,   -92.11,          0,     0.00,          0,     0.00, 9.4954E-12,   163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
