Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TRIP_LINE_692_B_H_11, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94757E-8,   148.31, 1.36424E-12,    90.00, 5.45697E-12,     0.00,          0,     0.00,          0,     0.00, 5.62491E-12,    14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_16, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94732E-8,   148.30, 3.81148E-12,   162.65, 2.57244E-12,   -45.00,          0,     0.00,          0,     0.00, 1.94268E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_17, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94732E-8,   148.30, 3.81148E-12,   162.65, 2.57244E-12,   -45.00,          0,     0.00,          0,     0.00, 1.94268E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_14, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94757E-8,   148.31, 1.36424E-12,    90.00, 5.45697E-12,     0.00,          0,     0.00,          0,     0.00, 5.62491E-12,    14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_15, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94757E-8,   148.31, 1.36424E-12,    90.00, 5.45697E-12,     0.00,          0,     0.00,          0,     0.00, 5.62491E-12,    14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_18, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94732E-8,   148.30, 3.81148E-12,   162.65, 2.57244E-12,   -45.00,          0,     0.00,          0,     0.00, 1.94268E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_19, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94757E-8,   148.31, 1.36424E-12,    90.00, 5.45697E-12,     0.00,          0,     0.00,          0,     0.00, 5.62491E-12,    14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_25, 3.32676E-6,  -151.86, 3.35641E-6,    28.14,          0,     0.00,          0,     0.00, 2.96525E-8,    28.13, 3.85866E-12,   135.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00, 2.87607E-12,   161.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_24, 3.32676E-6,  -151.86, 3.35642E-6,    28.14,          0,     0.00,          0,     0.00, 2.96522E-8,    28.14, 4.54747E-13,   180.00, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 3.66629E-12,   -97.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_23, 3.32676E-6,  -151.86, 3.35641E-6,    28.14,          0,     0.00,          0,     0.00, 2.96525E-8,    28.13, 3.85866E-12,   135.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00, 2.87607E-12,   161.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_22, 3.32676E-6,  -151.86, 3.35642E-6,    28.14,          0,     0.00,          0,     0.00, 2.96522E-8,    28.14, 4.54747E-13,   180.00, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 3.66629E-12,   -97.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_21, 3.32676E-6,  -151.86, 3.35642E-6,    28.14,          0,     0.00,          0,     0.00, 2.96522E-8,    28.14, 4.54747E-13,   180.00, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 3.66629E-12,   -97.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_20, 3.32676E-6,  -151.86, 3.35641E-6,    28.14,          0,     0.00,          0,     0.00, 2.96525E-8,    28.13, 3.85866E-12,   135.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00, 2.87607E-12,   161.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_40,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00, 2.89042E-8,   148.77, 1.13687E-12,    36.87, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00, 4.55315E-12,    -2.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_29, 3.32676E-6,  -151.86, 3.35641E-6,    28.14,          0,     0.00,          0,     0.00, 2.96525E-8,    28.13, 3.85866E-12,   135.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00, 2.87607E-12,   161.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_28, 3.32676E-6,  -151.86, 3.35642E-6,    28.14,          0,     0.00,          0,     0.00, 2.96522E-8,    28.14, 4.54747E-13,   180.00, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 3.66629E-12,   -97.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_27, 3.32676E-6,  -151.86, 3.35642E-6,    28.14,          0,     0.00,          0,     0.00, 2.96522E-8,    28.14, 4.54747E-13,   180.00, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 3.66629E-12,   -97.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_C_H_26, 3.32676E-6,  -151.86, 3.35641E-6,    28.14,          0,     0.00,          0,     0.00, 2.96525E-8,    28.13, 3.85866E-12,   135.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00, 2.87607E-12,   161.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_31,  3.3175E-6,    87.49, 3.34706E-6,   -92.51,          0,     0.00,          0,     0.00, 2.95669E-8,   -92.51, 3.74994E-12,  -104.04, 1.81899E-12,    90.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_30,  3.3175E-6,    87.49, 3.34706E-6,   -92.51,          0,     0.00,          0,     0.00, 2.95669E-8,   -92.51, 3.74994E-12,  -104.04, 1.81899E-12,    90.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_20, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94732E-8,   148.30, 3.81148E-12,   162.65, 2.57244E-12,   -45.00,          0,     0.00,          0,     0.00, 1.94268E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_39,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00,    2.89E-8,   148.77, 1.94268E-12,   159.44, 3.81148E-12,   -17.35,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_38,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00, 2.89042E-8,   148.77, 1.13687E-12,    36.87, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00, 4.55315E-12,    -2.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_37,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00,    2.89E-8,   148.77, 1.94268E-12,   159.44, 3.81148E-12,   -17.35,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_35, 3.31749E-6,    87.49, 3.34706E-6,   -92.51,          0,     0.00,          0,     0.00, 2.95634E-8,   -92.51,          0,     0.00, 5.75215E-12,   -71.57,          0,     0.00,          0,     0.00, 5.75215E-12,   -71.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_23, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94757E-8,   148.31, 1.36424E-12,    90.00, 5.45697E-12,     0.00,          0,     0.00,          0,     0.00, 5.62491E-12,    14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_36,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00,    2.89E-8,   148.77, 1.94268E-12,   159.44, 3.81148E-12,   -17.35,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_34, 3.31749E-6,    87.49, 3.34706E-6,   -92.51,          0,     0.00,          0,     0.00, 2.95679E-8,   -92.51, 2.03369E-12,   -63.43, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 3.27923E-12,   -33.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_24, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94757E-8,   148.31, 1.36424E-12,    90.00, 5.45697E-12,     0.00,          0,     0.00,          0,     0.00, 5.62491E-12,    14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_35,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00, 2.89042E-8,   148.77, 1.13687E-12,    36.87, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00, 4.55315E-12,    -2.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_33, 3.31749E-6,    87.49, 3.34706E-6,   -92.51,          0,     0.00,          0,     0.00, 2.95679E-8,   -92.51, 2.03369E-12,   -63.43, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 3.27923E-12,   -33.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_21, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94732E-8,   148.30, 3.81148E-12,   162.65, 2.57244E-12,   -45.00,          0,     0.00,          0,     0.00, 1.94268E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_34,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00,    2.89E-8,   148.77, 1.94268E-12,   159.44, 3.81148E-12,   -17.35,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_671_A_H_32,  3.3175E-6,    87.49, 3.34706E-6,   -92.51,          0,     0.00,          0,     0.00, 2.95669E-8,   -92.51, 3.74994E-12,  -104.04, 1.81899E-12,    90.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_22, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94757E-8,   148.31, 1.36424E-12,    90.00, 5.45697E-12,     0.00,          0,     0.00,          0,     0.00, 5.62491E-12,    14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
