# Master_curr.csv run at 2000-01-01 00:00:00 EST on 3573 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
tpx_trip_line_671_a_h_32,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_22,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_671_a_h_39,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_27,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_671_a_h_38,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_28,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_671_a_h_37,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_25,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_671_a_h_36,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_26,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_692_b_h_29,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_692_c_h_36,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_35,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_34,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_33,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_32,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_31,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_30,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_632_b_h_33,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_32,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_31,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_30,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_692_c_h_39,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_38,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_37,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_645_c_h_19,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_2,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_671_a_h_20,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_30,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
line_ol_684_a,10.082677,-0.032988,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_632_b_h_29,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_3,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_692_b_h_31,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_632_b_h_28,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_27,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_1,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_632_b_h_26,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_15,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_671_a_h_24,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_34,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_632_b_h_25,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_16,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_671_a_h_23,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_35,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_632_b_h_24,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_17,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_671_a_h_22,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_32,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
line_ol_684_c,0.000000,0.000000,0.000000,0.000000,10.067569,2.070787
tpx_trip_line_632_b_h_23,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_18,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_671_a_h_21,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_33,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_671_a_h_28,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_38,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_671_a_h_27,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_39,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_645_c_h_8,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_671_a_h_26,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_36,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_645_c_h_9,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_671_a_h_25,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_692_b_h_37,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_645_c_h_6,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_7,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_4,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_5,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_671_a_h_29,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_632_b_h_22,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_11,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_632_b_h_21,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_12,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_632_b_h_20,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_13,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_14,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_10,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_632_b_h_19,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_18,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_17,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_16,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_692_b_h_40,2.525553,4.169954,2.525390,1.028506,0.000000,0.000000
tpx_trip_line_632_b_h_15,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_26,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_671_a_h_13,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_632_b_h_14,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_27,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_671_a_h_12,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_632_b_h_13,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_28,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_671_a_h_11,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_632_b_h_12,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_29,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_671_a_h_10,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_671_a_h_17,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_671_a_h_16,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_671_a_h_15,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_671_a_h_14,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_671_a_h_19,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
tpx_trip_line_671_a_h_18,2.520728,-0.032973,2.520567,3.108764,0.000000,0.000000
line_ul692-675,799.736993,1.521901,797.947061,-0.556963,801.192305,3.626833
tpx_trip_line_692_c_h_14,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_13,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_12,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_11,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_10,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_632_b_h_11,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_22,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_632_b_h_10,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_645_c_h_23,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_24,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_25,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_692_c_h_19,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_18,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_692_c_h_17,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_645_c_h_20,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_692_c_h_16,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_645_c_h_21,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_692_c_h_15,2.516815,2.070738,2.516655,-1.070711,0.000000,0.000000
tpx_trip_line_645_c_h_37,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_38,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_652_a_h_40,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_645_c_h_39,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_684_c_h_40,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_675_c_h_20,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_675_c_h_22,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_675_c_h_21,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_675_c_h_24,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_675_c_h_23,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_675_c_h_26,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_675_c_h_25,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_675_c_h_28,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_675_c_h_27,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
line_ul684-652,10.084925,-0.033156,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_675_c_h_29,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_645_c_h_33,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_34,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_35,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_36,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_30,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_31,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_645_c_h_32,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_632_a_h_10,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_11,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_675_c_h_10,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_13,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_13,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_14,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_12,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_11,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_15,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_12,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_14,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_17,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_17,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_18,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_16,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_15,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_19,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_16,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_18,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_19,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_645_c_h_40,2.570319,2.081641,2.570148,-1.059802,0.000000,0.000000
tpx_trip_line_684_c_h_20,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_26,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_25,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_652_a_h_29,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_684_c_h_28,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_652_a_h_28,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_684_c_h_27,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_22,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_21,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
line_ol_671_c_xfmr_671_c_1,0.000000,0.000000,0.000000,0.000000,2.013333,2.070872
tpx_trip_line_684_c_h_24,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_23,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
line_ol_671_c_xfmr_671_c_3,0.000000,0.000000,0.000000,0.000000,2.013333,2.070872
tpx_trip_line_652_a_h_23,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
line_ol_671_c_xfmr_671_c_2,0.000000,0.000000,0.000000,0.000000,2.013333,2.070872
tpx_trip_line_652_a_h_22,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
line_ol_671_c_xfmr_671_c_5,0.000000,0.000000,0.000000,0.000000,2.013333,2.070872
tpx_trip_line_652_a_h_21,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
line_ol_671_c_xfmr_671_c_4,0.000000,0.000000,0.000000,0.000000,2.013333,2.070872
tpx_trip_line_652_a_h_20,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_652_a_h_27,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_652_a_h_26,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_684_c_h_29,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_652_a_h_25,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_652_a_h_24,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_652_a_h_30,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_684_c_h_31,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_30,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_37,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_36,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_39,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_652_a_h_39,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_684_c_h_38,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_33,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_32,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_35,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_34,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_652_a_h_34,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_652_a_h_33,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_652_a_h_32,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_652_a_h_31,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_652_a_h_38,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_652_a_h_37,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_652_a_h_36,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_652_a_h_35,2.521306,-0.033327,2.521144,3.108410,0.000000,0.000000
tpx_trip_line_692_a_h_18,2.520803,-0.033001,2.520641,3.108736,0.000000,0.000000
tpx_trip_line_692_a_h_17,2.520803,-0.033001,2.520641,3.108736,0.000000,0.000000
tpx_trip_line_692_a_h_19,2.520803,-0.033001,2.520641,3.108736,0.000000,0.000000
tpx_trip_line_692_a_h_14,2.520803,-0.033001,2.520641,3.108736,0.000000,0.000000
tpx_trip_line_692_a_h_13,2.520803,-0.033001,2.520641,3.108736,0.000000,0.000000
tpx_trip_line_692_a_h_16,2.520803,-0.033001,2.520641,3.108736,0.000000,0.000000
tpx_trip_line_692_a_h_15,2.520803,-0.033001,2.520641,3.108736,0.000000,0.000000
tpx_trip_line_692_a_h_10,2.520803,-0.033001,2.520641,3.108736,0.000000,0.000000
