# Master_volt.csv run at 2000-01-01 00:00:00 EST on 3574 powerflow objects (not all are nodes)
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
ld_trip_load_671_a_19,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
trip_load_632_c_h_27,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
ld_trip_load_632_c_27,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
trip_load_652_a_h_35,82.039998,-0.048666,82.041075,-0.048637,0.000000,0.000000
ld_trip_load_652_a_35,82.039998,-0.048666,82.041075,-0.048637,0.000000,0.000000
trip_load_671_a_h_18,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
ld_trip_load_671_a_18,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
trip_load_671_a_h_13,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
ld_trip_load_671_a_13,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
trip_load_671_a_h_12,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
ld_trip_load_671_a_12,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
trip_load_671_a_h_15,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
ld_trip_load_671_a_15,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
trip_load_671_a_h_14,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
ld_trip_load_671_a_14,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
trip_load_671_a_h_11,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
ld_trip_load_671_a_11,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
trip_load_671_a_h_10,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
ld_trip_load_671_a_10,82.047687,-0.048521,82.048764,-0.048492,0.000000,0.000000
meter_684_a,1640.962191,-0.048555,0.000000,0.000000,0.000000,0.000000
trip_load_632_c_h_35,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
ld_trip_load_632_c_35,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
trip_load_632_c_h_36,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
ld_trip_load_632_c_36,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
trip_load_652_a_h_40,82.039998,-0.048666,82.041075,-0.048637,0.000000,0.000000
ld_trip_load_652_a_40,82.039998,-0.048666,82.041075,-0.048637,0.000000,0.000000
trip_load_632_c_h_33,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
ld_trip_load_632_c_33,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
trip_load_632_c_h_34,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
ld_trip_load_632_c_34,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
trip_load_632_c_h_31,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
ld_trip_load_632_c_31,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
trip_load_632_c_h_32,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
ld_trip_load_632_c_32,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
trip_load_632_c_h_30,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
ld_trip_load_632_c_30,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
trip_load_632_c_h_39,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
ld_trip_load_632_c_39,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
trip_load_632_c_h_37,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
ld_trip_load_632_c_37,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
trip_load_632_c_h_38,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
ld_trip_load_632_c_38,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
trip_node_645_c_4,80.471035,2.066029,80.471035,2.066029,0.000000,0.000000
trip_node_645_c_3,80.471035,2.066029,80.471035,2.066029,0.000000,0.000000
trip_node_645_c_5,80.471035,2.066029,80.471035,2.066029,0.000000,0.000000
trip_load_632_c_h_40,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
ld_trip_load_632_c_40,80.470670,2.066059,80.471768,2.066089,0.000000,0.000000
trip_node_645_c_2,80.471035,2.066029,80.471035,2.066029,0.000000,0.000000
trip_node_645_c_1,80.471035,2.066029,80.471035,2.066029,0.000000,0.000000
trip_load_675_a_h_5,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
ld_trip_load_675_a_5,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
trip_load_675_a_h_6,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
ld_trip_load_675_a_6,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
trip_load_675_a_h_3,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
ld_trip_load_675_a_3,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
trip_load_675_a_h_4,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
ld_trip_load_675_a_4,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
trip_load_675_a_h_1,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
ld_trip_load_675_a_1,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
trip_load_675_a_h_2,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
ld_trip_load_675_a_2,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
trip_load_675_a_h_9,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
ld_trip_load_675_a_9,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
trip_load_675_a_h_7,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
ld_trip_load_675_a_7,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
trip_load_675_a_h_8,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
ld_trip_load_675_a_8,82.481594,-0.051971,82.482665,-0.051942,0.000000,0.000000
xfmr_meter_671_b_2,0.000000,0.000000,1636.798717,4.155849,0.000000,0.000000
xfmr_meter_671_b_3,0.000000,0.000000,1636.798717,4.155849,0.000000,0.000000
xfmr_meter_671_b_4,0.000000,0.000000,1636.798717,4.155849,0.000000,0.000000
xfmr_meter_671_b_5,0.000000,0.000000,1636.798717,4.155849,0.000000,0.000000
xfmr_meter_671_b_1,0.000000,0.000000,1636.798717,4.155849,0.000000,0.000000
trip_load_645_c_h_8,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
ld_trip_load_645_c_8,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
trip_load_645_c_h_9,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
ld_trip_load_645_c_9,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
trip_load_645_c_h_6,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
ld_trip_load_645_c_6,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
trip_load_645_c_h_7,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
ld_trip_load_645_c_7,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
trip_load_645_c_h_4,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
ld_trip_load_645_c_4,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
trip_load_645_c_h_5,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
ld_trip_load_645_c_5,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
trip_load_645_c_h_2,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
ld_trip_load_645_c_2,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
trip_load_645_c_h_3,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
ld_trip_load_645_c_3,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
trip_load_645_c_h_1,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
ld_trip_load_645_c_1,80.470490,2.066014,80.471587,2.066045,0.000000,0.000000
meter_675_a,1649.644409,-0.051953,0.000000,0.000000,0.000000,0.000000
meter_675_b,0.000000,0.000000,1644.839394,4.153833,0.000000,0.000000
meter_675_c,0.000000,0.000000,0.000000,0.000000,1653.799519,2.053820
xfmr_meter_645_b_5,0.000000,0.000000,1604.954085,4.164181,0.000000,0.000000
xfmr_meter_645_b_3,0.000000,0.000000,1604.954085,4.164181,0.000000,0.000000
xfmr_meter_645_b_4,0.000000,0.000000,1604.954085,4.164181,0.000000,0.000000
xfmr_meter_645_b_1,0.000000,0.000000,1604.954085,4.164181,0.000000,0.000000
xfmr_meter_645_b_2,0.000000,0.000000,1604.954085,4.164181,0.000000,0.000000
trip_node_692_b_3,81.842549,4.155833,81.842549,4.155833,0.000000,0.000000
trip_node_632_b_1,80.250265,4.164211,80.250265,4.164211,0.000000,0.000000
trip_node_692_b_2,81.842549,4.155833,81.842549,4.155833,0.000000,0.000000
trip_node_692_b_1,81.842549,4.155833,81.842549,4.155833,0.000000,0.000000
trip_node_692_b_5,81.842549,4.155833,81.842549,4.155833,0.000000,0.000000
trip_node_692_b_4,81.842549,4.155833,81.842549,4.155833,0.000000,0.000000
trip_node_671_a_3,82.048222,-0.048507,82.048222,-0.048507,0.000000,0.000000
trip_node_671_a_2,82.048222,-0.048507,82.048222,-0.048507,0.000000,0.000000
trip_node_671_a_1,82.048222,-0.048507,82.048222,-0.048507,0.000000,0.000000
trip_node_632_b_4,80.250265,4.164211,80.250265,4.164211,0.000000,0.000000
trip_node_632_b_5,80.250265,4.164211,80.250265,4.164211,0.000000,0.000000
trip_node_632_b_2,80.250265,4.164211,80.250265,4.164211,0.000000,0.000000
trip_node_671_a_5,82.048222,-0.048507,82.048222,-0.048507,0.000000,0.000000
trip_node_632_b_3,80.250265,4.164211,80.250265,4.164211,0.000000,0.000000
trip_node_671_a_4,82.048222,-0.048507,82.048222,-0.048507,0.000000,0.000000
trip_load_632_a_h_8,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
ld_trip_load_632_a_8,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
trip_load_632_a_h_9,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
ld_trip_load_632_a_9,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
trip_load_632_a_h_6,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
ld_trip_load_632_a_6,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
trip_load_632_a_h_7,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
ld_trip_load_632_a_7,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
trip_load_632_a_h_4,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
ld_trip_load_632_a_4,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
trip_load_632_a_h_5,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
ld_trip_load_632_a_5,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
trip_load_632_a_h_2,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
ld_trip_load_632_a_2,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
trip_load_632_a_h_3,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
ld_trip_load_632_a_3,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
trip_load_632_a_h_1,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
ld_trip_load_632_a_1,80.353380,-0.033765,80.354479,-0.033735,0.000000,0.000000
xfmr_meter_680_b_3,0.000000,0.000000,1636.765113,4.155798,0.000000,0.000000
xfmr_meter_680_b_2,0.000000,0.000000,1636.765113,4.155798,0.000000,0.000000
xfmr_meter_680_b_1,0.000000,0.000000,1636.765113,4.155798,0.000000,0.000000
xfmr_meter_680_b_5,0.000000,0.000000,1636.765113,4.155798,0.000000,0.000000
xfmr_meter_680_b_4,0.000000,0.000000,1636.765113,4.155798,0.000000,0.000000
xfmr_meter_633_a_5,1607.049166,-0.033775,0.000000,0.000000,0.000000,0.000000
xfmr_meter_633_a_2,1607.049166,-0.033775,0.000000,0.000000,0.000000,0.000000
xfmr_meter_633_a_1,1607.049166,-0.033775,0.000000,0.000000,0.000000,0.000000
xfmr_meter_633_a_4,1607.049166,-0.033775,0.000000,0.000000,0.000000,0.000000
xfmr_meter_633_a_3,1607.049166,-0.033775,0.000000,0.000000,0.000000,0.000000
trip_node_680_a_1,82.045321,-0.048561,82.045321,-0.048561,0.000000,0.000000
trip_node_680_a_4,82.045321,-0.048561,82.045321,-0.048561,0.000000,0.000000
trip_node_680_a_5,82.045321,-0.048561,82.045321,-0.048561,0.000000,0.000000
trip_node_680_a_2,82.045321,-0.048561,82.045321,-0.048561,0.000000,0.000000
trip_node_680_a_3,82.045321,-0.048561,82.045321,-0.048561,0.000000,0.000000
trip_load_633_a_h_2,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
ld_trip_load_633_a_2,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
trip_load_633_a_h_1,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
ld_trip_load_633_a_1,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
meter_680_a,1640.908303,-0.048557,0.000000,0.000000,0.000000,0.000000
trip_load_633_a_h_4,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
ld_trip_load_633_a_4,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
meter_680_b,0.000000,0.000000,1636.766988,4.155799,0.000000,0.000000
trip_load_633_a_h_3,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
ld_trip_load_633_a_3,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
meter_680_c,0.000000,0.000000,0.000000,0.000000,1644.692902,2.056058
trip_load_633_a_h_9,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
ld_trip_load_633_a_9,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
trip_load_633_a_h_6,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
ld_trip_load_633_a_6,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
trip_load_633_a_h_5,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
ld_trip_load_633_a_5,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
trip_load_633_a_h_8,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
ld_trip_load_633_a_8,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
trip_load_633_a_h_7,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
ld_trip_load_633_a_7,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
trip_node_671_c_2,82.236430,2.056110,82.236430,2.056110,0.000000,0.000000
trip_node_671_c_3,82.236430,2.056110,82.236430,2.056110,0.000000,0.000000
trip_node_671_c_4,82.236430,2.056110,82.236430,2.056110,0.000000,0.000000
trip_node_671_c_5,82.236430,2.056110,82.236430,2.056110,0.000000,0.000000
trip_node_671_c_1,82.236430,2.056110,82.236430,2.056110,0.000000,0.000000
trip_load_611_c_h_1,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
ld_trip_load_611_c_1,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
trip_load_611_c_h_2,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
ld_trip_load_611_c_2,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
trip_load_611_c_h_5,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
ld_trip_load_611_c_5,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
trip_load_611_c_h_6,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
ld_trip_load_611_c_6,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
trip_load_611_c_h_3,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
ld_trip_load_611_c_3,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
trip_load_611_c_h_4,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
ld_trip_load_611_c_4,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
trip_load_611_c_h_9,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
ld_trip_load_611_c_9,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
trip_load_611_c_h_7,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
ld_trip_load_611_c_7,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
trip_load_611_c_h_8,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
ld_trip_load_611_c_8,82.230084,2.056023,82.231158,2.056052,0.000000,0.000000
xfmr_meter_675_c_5,0.000000,0.000000,0.000000,0.000000,1653.797663,2.053819
xfmr_meter_632_c_5,0.000000,0.000000,0.000000,0.000000,1609.424330,2.066077
xfmr_meter_632_c_4,0.000000,0.000000,0.000000,0.000000,1609.424330,2.066077
xfmr_meter_632_c_3,0.000000,0.000000,0.000000,0.000000,1609.424330,2.066077
xfmr_meter_675_c_2,0.000000,0.000000,0.000000,0.000000,1653.797663,2.053819
xfmr_meter_632_c_2,0.000000,0.000000,0.000000,0.000000,1609.424330,2.066077
xfmr_meter_675_c_1,0.000000,0.000000,0.000000,0.000000,1653.797663,2.053819
xfmr_meter_632_c_1,0.000000,0.000000,0.000000,0.000000,1609.424330,2.066077
xfmr_meter_675_c_4,0.000000,0.000000,0.000000,0.000000,1653.797663,2.053819
xfmr_meter_675_c_3,0.000000,0.000000,0.000000,0.000000,1653.797663,2.053819
trip_load_692_c_h_21,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
ld_trip_load_692_c_21,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
trip_load_692_c_h_20,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
ld_trip_load_692_c_20,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
trip_load_692_c_h_23,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
ld_trip_load_692_c_23,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
trip_load_692_c_h_22,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
ld_trip_load_692_c_22,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
trip_load_633_a_h_40,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
ld_trip_load_633_a_40,80.351911,-0.033794,80.353011,-0.033763,0.000000,0.000000
trip_load_692_c_h_25,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
ld_trip_load_692_c_25,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
trip_load_692_c_h_24,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
ld_trip_load_692_c_24,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
trip_load_692_c_h_27,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
ld_trip_load_692_c_27,82.238845,2.056080,82.239919,2.056109,0.000000,0.000000
