Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TRIP_LINE_652_A_H_26,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_27,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_28,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_29,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_30,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_31,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_32,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_652_A_XFMR_652_A_5,    1.27054,    26.23,          0,     0.00,          0,     0.00,          0,     0.00,    1.27054,    26.23,    1.27054,  -153.77,          0,     0.00,          0,     0.00,          0,     0.00,    1.27054,  -153.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_33,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_34,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_35,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_36,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_37,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_38,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_39,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_652_A_H_40,    3.17631,    26.48, 1.46486E-6,   -63.51,          0,     0.00,          0,     0.00,    3.17631,    26.48,    3.17631,  -153.52, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,    3.17631,  -153.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_611_C_XFMR_611_C_1, 0.00570098,    58.51,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570098,    58.51, 0.00573324,  -121.49,          0,     0.00,          0,     0.00,          0,     0.00, 0.00573324,  -121.49,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_1, 1.47061E-6,  -121.49, 1.48373E-6,    58.51,          0,     0.00,          0,     0.00, 1.31262E-8,    58.52, 4.06738E-12,  -116.57, 4.54747E-12,  -126.87,          0,     0.00,          0,     0.00, 8.58016E-12,  -122.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_2, 1.47061E-6,  -121.49, 1.48372E-6,    58.51,          0,     0.00,          0,     0.00, 1.31145E-8,    58.51, 3.66629E-12,    97.13, 7.62295E-12,   107.35,          0,     0.00,          0,     0.00, 1.12498E-11,   104.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
