Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Transformer.XFMR_611_C_2, 0.00648375,    28.14, 0.00486214,  -151.86,          0,     0.00,          0,     0.00, 0.00162161,    28.14, 0.0000266132,    28.14,  0.0324055,    28.14,          0,     0.00,          0,     0.00,  0.0324321,    28.14,  0.0648374,  -151.86, 0.0000268477,  -151.86,          0,     0.00,          0,     0.00,  0.0648642,  -151.86
Transformer.XFMR_611_C_3, 0.00648375,    28.14, 0.00486214,  -151.86,          0,     0.00,          0,     0.00, 0.00162161,    28.14, 0.0000266132,    28.14,  0.0324055,    28.14,          0,     0.00,          0,     0.00,  0.0324321,    28.14,  0.0648374,  -151.86, 0.0000268486,  -151.86,          0,     0.00,          0,     0.00,  0.0648642,  -151.86
Transformer.XFMR_611_C_4, 0.00648375,    28.14, 0.00486214,  -151.86,          0,     0.00,          0,     0.00, 0.00162161,    28.14, 0.0000266132,    28.14,  0.0324055,    28.14,          0,     0.00,          0,     0.00,  0.0324321,    28.14,  0.0648374,  -151.86, 0.0000268486,  -151.86,          0,     0.00,          0,     0.00,  0.0648642,  -151.86
Transformer.XFMR_611_C_5, 0.00648375,    28.14, 0.00486214,  -151.86,          0,     0.00,          0,     0.00, 0.00162161,    28.14, 0.0000266132,    28.14,  0.0324055,    28.14,          0,     0.00,          0,     0.00,  0.0324321,    28.14,  0.0648374,  -151.86, 0.0000268486,  -151.86,          0,     0.00,          0,     0.00,  0.0648642,  -151.86
Transformer.XFMR_684_C_1, 0.00648375,    28.14, 0.00486214,  -151.86,          0,     0.00,          0,     0.00, 0.00162161,    28.14, 0.000026612,    28.14,  0.0324055,    28.14,          0,     0.00,          0,     0.00,  0.0324321,    28.14,  0.0648374,  -151.86, 0.0000268502,  -151.86,          0,     0.00,          0,     0.00,  0.0648642,  -151.86
Transformer.XFMR_684_C_2, 0.00648375,    28.14, 0.00486214,  -151.86,          0,     0.00,          0,     0.00, 0.00162161,    28.14, 0.0000266122,    28.14,  0.0324055,    28.14,          0,     0.00,          0,     0.00,  0.0324321,    28.14,  0.0648374,  -151.86, 0.0000268494,  -151.86,          0,     0.00,          0,     0.00,  0.0648642,  -151.86
Transformer.XFMR_684_C_3, 0.00648375,    28.14, 0.00486214,  -151.86,          0,     0.00,          0,     0.00, 0.00162161,    28.14, 0.0000266118,    28.14,  0.0324055,    28.14,          0,     0.00,          0,     0.00,  0.0324321,    28.14,  0.0648374,  -151.86, 0.0000268502,  -151.86,          0,     0.00,          0,     0.00,  0.0648642,  -151.86
Transformer.XFMR_684_C_4, 0.00648375,    28.14, 0.00486214,  -151.86,          0,     0.00,          0,     0.00, 0.00162161,    28.14, 0.0000266118,    28.14,  0.0324055,    28.14,          0,     0.00,          0,     0.00,  0.0324321,    28.14,  0.0648374,  -151.86, 0.0000268502,  -151.86,          0,     0.00,          0,     0.00,  0.0648642,  -151.86
Transformer.XFMR_684_C_5, 0.00648375,    28.14, 0.00486214,  -151.86,          0,     0.00,          0,     0.00, 0.00162161,    28.14, 0.0000266118,    28.14,  0.0324055,    28.14,          0,     0.00,          0,     0.00,  0.0324321,    28.14,  0.0648374,  -151.86, 0.0000268502,  -151.86,          0,     0.00,          0,     0.00,  0.0648642,  -151.86
Transformer.XFMR_684_A_1, 0.00646565,   -92.51, 0.00484857,    87.49,          0,     0.00,          0,     0.00, 0.00161708,   -92.51, 0.0000265379,   -92.51,   0.032315,   -92.51,          0,     0.00,          0,     0.00,  0.0323416,   -92.51,  0.0646564,    87.49, 0.0000267752,    87.49,          0,     0.00,          0,     0.00,  0.0646832,    87.49
Transformer.XFMR_684_A_2, 0.00646565,   -92.51, 0.00484857,    87.49,          0,     0.00,          0,     0.00, 0.00161708,   -92.51, 0.0000265389,   -92.51,   0.032315,   -92.51,          0,     0.00,          0,     0.00,  0.0323416,   -92.51,  0.0646564,    87.49, 0.0000267743,    87.49,          0,     0.00,          0,     0.00,  0.0646832,    87.49
Transformer.XFMR_684_A_3, 0.00646565,   -92.51, 0.00484857,    87.49,          0,     0.00,          0,     0.00, 0.00161708,   -92.51, 0.0000265384,   -92.51,   0.032315,   -92.51,          0,     0.00,          0,     0.00,  0.0323416,   -92.51,  0.0646564,    87.49, 0.0000267742,    87.49,          0,     0.00,          0,     0.00,  0.0646832,    87.49
Transformer.XFMR_684_A_4, 0.00646565,   -92.51, 0.00484857,    87.49,          0,     0.00,          0,     0.00, 0.00161708,   -92.51, 0.0000265384,   -92.51,   0.032315,   -92.51,          0,     0.00,          0,     0.00,  0.0323416,   -92.51,  0.0646564,    87.49, 0.0000267742,    87.49,          0,     0.00,          0,     0.00,  0.0646832,    87.49
Transformer.XFMR_684_A_5, 0.00646565,   -92.51, 0.00484857,    87.49,          0,     0.00,          0,     0.00, 0.00161708,   -92.51, 0.0000265384,   -92.51,   0.032315,   -92.51,          0,     0.00,          0,     0.00,  0.0323416,   -92.51,  0.0646564,    87.49, 0.0000267742,    87.49,          0,     0.00,          0,     0.00,  0.0646832,    87.49
Transformer.XFMR_645_B_1,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259389,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631948,   -31.23, 0.0000261699,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_645_B_2,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259384,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631948,   -31.23, 0.0000261691,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_645_B_3,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259384,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631948,   -31.23, 0.0000261691,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_645_B_4,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259384,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631948,   -31.23, 0.0000261691,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_645_B_5,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259384,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631948,   -31.23, 0.0000261691,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_645_C_1, 0.00634156,    28.67, 0.00475551,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260291,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634154,  -151.33, 0.0000262612,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_645_C_2, 0.00634156,    28.67, 0.00475551,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260282,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634154,  -151.33, 0.000026262,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_645_C_3, 0.00634156,    28.67, 0.00475551,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260287,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634154,  -151.33, 0.000026262,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_645_C_4, 0.00634156,    28.67, 0.00475551,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260287,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634154,  -151.33, 0.000026262,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_645_C_5, 0.00634156,    28.67, 0.00475551,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260287,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634154,  -151.33, 0.000026262,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_633_A_1, 0.00633033,   -91.71,  0.0047471,    88.29,          0,     0.00,          0,     0.00, 0.00158324,   -91.71, 0.0000259829,   -91.71,  0.0316387,   -91.71,          0,     0.00,          0,     0.00,  0.0316647,   -91.71,  0.0633032,    88.29, 0.0000262145,    88.29,          0,     0.00,          0,     0.00,  0.0633294,    88.29
Transformer.XFMR_633_A_2, 0.00633033,   -91.71,  0.0047471,    88.29,          0,     0.00,          0,     0.00, 0.00158324,   -91.71, 0.0000259825,   -91.71,  0.0316387,   -91.71,          0,     0.00,          0,     0.00,  0.0316647,   -91.71,  0.0633032,    88.29, 0.0000262145,    88.29,          0,     0.00,          0,     0.00,  0.0633294,    88.29
Transformer.XFMR_633_A_3, 0.00633033,   -91.71,  0.0047471,    88.29,          0,     0.00,          0,     0.00, 0.00158324,   -91.71, 0.0000259829,   -91.71,  0.0316387,   -91.71,          0,     0.00,          0,     0.00,  0.0316647,   -91.71,  0.0633032,    88.29, 0.0000262145,    88.29,          0,     0.00,          0,     0.00,  0.0633294,    88.29
Transformer.XFMR_633_A_4, 0.00633033,   -91.71,  0.0047471,    88.29,          0,     0.00,          0,     0.00, 0.00158324,   -91.71, 0.0000259829,   -91.71,  0.0316387,   -91.71,          0,     0.00,          0,     0.00,  0.0316647,   -91.71,  0.0633032,    88.29, 0.0000262145,    88.29,          0,     0.00,          0,     0.00,  0.0633294,    88.29
Transformer.XFMR_633_A_5, 0.00633033,   -91.71,  0.0047471,    88.29,          0,     0.00,          0,     0.00, 0.00158324,   -91.71, 0.0000259829,   -91.71,  0.0316387,   -91.71,          0,     0.00,          0,     0.00,  0.0316647,   -91.71,  0.0633032,    88.29, 0.0000262145,    88.29,          0,     0.00,          0,     0.00,  0.0633294,    88.29
Transformer.XFMR_633_B_1,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259388,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631948,   -31.23, 0.0000261691,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_633_B_2,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259396,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631948,   -31.23, 0.0000261683,   -31.24,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_633_B_3,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259397,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631948,   -31.23, 0.0000261691,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_633_B_4,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259397,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631948,   -31.23, 0.0000261691,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_633_B_5,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259397,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631948,   -31.23, 0.0000261691,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_633_C_1, 0.00634156,    28.67, 0.00475551,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260287,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634155,  -151.33, 0.0000262614,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_633_C_2, 0.00634156,    28.67, 0.00475551,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260278,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634155,  -151.33, 0.000026262,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_633_C_3, 0.00634156,    28.67, 0.00475551,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260279,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634155,  -151.33, 0.0000262617,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_633_C_4, 0.00634156,    28.67, 0.00475551,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260279,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634155,  -151.33, 0.0000262617,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_633_C_5, 0.00634156,    28.67, 0.00475551,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260279,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634155,  -151.33, 0.0000262617,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_632_A_1, 0.00633033,   -91.71,  0.0047471,    88.29,          0,     0.00,          0,     0.00, 0.00158324,   -91.71, 0.000025982,   -91.71,  0.0316387,   -91.71,          0,     0.00,          0,     0.00,  0.0316647,   -91.71,  0.0633032,    88.29, 0.0000262145,    88.29,          0,     0.00,          0,     0.00,  0.0633294,    88.29
Transformer.XFMR_632_A_2, 0.00633033,   -91.71,  0.0047471,    88.29,          0,     0.00,          0,     0.00, 0.00158324,   -91.71, 0.000025982,   -91.71,  0.0316387,   -91.71,          0,     0.00,          0,     0.00,  0.0316647,   -91.71,  0.0633032,    88.29, 0.0000262136,    88.29,          0,     0.00,          0,     0.00,  0.0633294,    88.29
Transformer.XFMR_632_A_3, 0.00633033,   -91.71,  0.0047471,    88.29,          0,     0.00,          0,     0.00, 0.00158324,   -91.71, 0.0000259816,   -91.71,  0.0316387,   -91.71,          0,     0.00,          0,     0.00,  0.0316647,   -91.71,  0.0633032,    88.29, 0.0000262145,    88.29,          0,     0.00,          0,     0.00,  0.0633294,    88.29
Transformer.XFMR_632_A_4, 0.00633033,   -91.71,  0.0047471,    88.29,          0,     0.00,          0,     0.00, 0.00158324,   -91.71, 0.0000259816,   -91.71,  0.0316387,   -91.71,          0,     0.00,          0,     0.00,  0.0316647,   -91.71,  0.0633032,    88.29, 0.0000262145,    88.29,          0,     0.00,          0,     0.00,  0.0633294,    88.29
Transformer.XFMR_632_A_5, 0.00633033,   -91.71,  0.0047471,    88.29,          0,     0.00,          0,     0.00, 0.00158324,   -91.71, 0.0000259816,   -91.71,  0.0316387,   -91.71,          0,     0.00,          0,     0.00,  0.0316647,   -91.71,  0.0633032,    88.29, 0.0000262145,    88.29,          0,     0.00,          0,     0.00,  0.0633294,    88.29
Transformer.XFMR_632_B_1,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259379,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631949,   -31.23, 0.0000261702,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_632_B_2,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259383,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631949,   -31.23, 0.0000261697,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_632_B_3,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259382,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631949,   -31.23, 0.0000261691,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_632_B_4,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259382,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631949,   -31.23, 0.0000261691,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_632_B_5,  0.0063195,   148.77, 0.00473897,   -31.23,          0,     0.00,          0,     0.00, 0.00158053,   148.77, 0.0000259382,   148.77,  0.0315846,   148.77,          0,     0.00,          0,     0.00,  0.0316105,   148.77,  0.0631949,   -31.23, 0.0000261691,   -31.23,          0,     0.00,          0,     0.00,   0.063221,   -31.23
Transformer.XFMR_632_C_1, 0.00634156,    28.67, 0.00475552,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260296,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634155,  -151.33, 0.0000262612,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_632_C_2, 0.00634156,    28.67, 0.00475552,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260298,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634155,  -151.33, 0.0000262601,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_632_C_3, 0.00634156,    28.67, 0.00475552,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260289,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634155,  -151.33, 0.0000262607,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_632_C_4, 0.00634156,    28.67, 0.00475552,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260289,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634155,  -151.33, 0.0000262607,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_632_C_5, 0.00634156,    28.67, 0.00475552,  -151.33,          0,     0.00,          0,     0.00, 0.00158604,    28.67, 0.0000260289,    28.67,  0.0316948,    28.67,          0,     0.00,          0,     0.00,  0.0317209,    28.67,  0.0634155,  -151.33, 0.0000262607,  -151.33,          0,     0.00,          0,     0.00,  0.0634417,  -151.33
Transformer.XFMR_692_A_1, 0.00646751,   -92.53, 0.00484997,    87.47,          0,     0.00,          0,     0.00, 0.00161754,   -92.53, 0.0000265448,   -92.53,  0.0323243,   -92.53,          0,     0.00,          0,     0.00,  0.0323509,   -92.53,   0.064675,    87.47, 0.000026783,    87.47,          0,     0.00,          0,     0.00,  0.0647018,    87.47
Transformer.XFMR_692_A_2, 0.00646751,   -92.53, 0.00484997,    87.47,          0,     0.00,          0,     0.00, 0.00161754,   -92.53, 0.0000265462,   -92.53,  0.0323243,   -92.53,          0,     0.00,          0,     0.00,  0.0323509,   -92.53,   0.064675,    87.47, 0.000026782,    87.47,          0,     0.00,          0,     0.00,  0.0647018,    87.47
Transformer.XFMR_692_A_3, 0.00646751,   -92.53, 0.00484997,    87.47,          0,     0.00,          0,     0.00, 0.00161754,   -92.53, 0.0000265453,   -92.53,  0.0323243,   -92.53,          0,     0.00,          0,     0.00,  0.0323509,   -92.53,   0.064675,    87.47, 0.000026783,    87.47,          0,     0.00,          0,     0.00,  0.0647018,    87.47
Transformer.XFMR_692_A_4, 0.00646751,   -92.53, 0.00484997,    87.47,          0,     0.00,          0,     0.00, 0.00161754,   -92.53, 0.0000265453,   -92.53,  0.0323243,   -92.53,          0,     0.00,          0,     0.00,  0.0323509,   -92.53,   0.064675,    87.47, 0.000026783,    87.47,          0,     0.00,          0,     0.00,  0.0647018,    87.47
Transformer.XFMR_692_A_5, 0.00646751,   -92.53, 0.00484997,    87.47,          0,     0.00,          0,     0.00, 0.00161754,   -92.53, 0.0000265453,   -92.53,  0.0323243,   -92.53,          0,     0.00,          0,     0.00,  0.0323509,   -92.53,   0.064675,    87.47, 0.000026783,    87.47,          0,     0.00,          0,     0.00,  0.0647018,    87.47
Transformer.XFMR_692_B_1,   0.006447,   148.28, 0.00483459,   -31.72,          0,     0.00,          0,     0.00, 0.00161241,   148.28, 0.0000264622,   148.28,  0.0322218,   148.28,          0,     0.00,          0,     0.00,  0.0322483,   148.28,  0.0644699,   -31.72, 0.0000266972,   -31.72,          0,     0.00,          0,     0.00,  0.0644966,   -31.72
Transformer.XFMR_692_B_2,   0.006447,   148.28, 0.00483459,   -31.72,          0,     0.00,          0,     0.00, 0.00161241,   148.28, 0.0000264617,   148.28,  0.0322218,   148.28,          0,     0.00,          0,     0.00,  0.0322483,   148.28,  0.0644699,   -31.72, 0.0000266977,   -31.72,          0,     0.00,          0,     0.00,  0.0644966,   -31.72
Transformer.XFMR_692_B_3,   0.006447,   148.28, 0.00483459,   -31.72,          0,     0.00,          0,     0.00, 0.00161241,   148.28, 0.0000264609,   148.28,  0.0322218,   148.28,          0,     0.00,          0,     0.00,  0.0322483,   148.28,  0.0644699,   -31.72, 0.0000266974,   -31.72,          0,     0.00,          0,     0.00,  0.0644966,   -31.72
Transformer.XFMR_692_B_4,   0.006447,   148.28, 0.00483459,   -31.72,          0,     0.00,          0,     0.00, 0.00161241,   148.28, 0.0000264609,   148.28,  0.0322218,   148.28,          0,     0.00,          0,     0.00,  0.0322483,   148.28,  0.0644699,   -31.72, 0.0000266974,   -31.72,          0,     0.00,          0,     0.00,  0.0644966,   -31.72
Transformer.XFMR_692_B_5,   0.006447,   148.28, 0.00483459,   -31.72,          0,     0.00,          0,     0.00, 0.00161241,   148.28, 0.0000264609,   148.28,  0.0322218,   148.28,          0,     0.00,          0,     0.00,  0.0322483,   148.28,  0.0644699,   -31.72, 0.0000266974,   -31.72,          0,     0.00,          0,     0.00,  0.0644966,   -31.72
Transformer.XFMR_692_C_1, 0.00648561,    28.12, 0.00486354,  -151.88,          0,     0.00,          0,     0.00, 0.00162207,    28.12, 0.0000266204,    28.12,  0.0324148,    28.12,          0,     0.00,          0,     0.00,  0.0324414,    28.12,   0.064856,  -151.88, 0.0000268583,  -151.88,          0,     0.00,          0,     0.00,  0.0648829,  -151.88
Transformer.XFMR_692_C_2, 0.00648561,    28.12, 0.00486354,  -151.88,          0,     0.00,          0,     0.00, 0.00162207,    28.12, 0.0000266196,    28.12,  0.0324148,    28.12,          0,     0.00,          0,     0.00,  0.0324414,    28.12,   0.064856,  -151.88, 0.0000268567,  -151.88,          0,     0.00,          0,     0.00,  0.0648829,  -151.88
