# Master_volt.csv run at 2000-01-01 00:00:00 EST on 2616 powerflow objects (not all are nodes)
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
trip_load_671_a_h_12,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_15,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_14,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_11,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_10,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
meter_684_a,100.732844,-0.552052,0.000000,0.000000,0.000000,0.000000
trip_load_632_c_h_35,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_load_632_c_h_36,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_load_652_a_h_40,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_632_c_h_33,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_load_632_c_h_34,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_load_632_c_h_31,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_load_632_c_h_32,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_load_632_c_h_30,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_load_632_c_h_39,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_load_632_c_h_37,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_load_632_c_h_38,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_node_645_c_4,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_node_645_c_3,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_node_645_c_5,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_632_c_h_40,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_node_645_c_2,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_node_645_c_1,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_675_a_h_5,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_6,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_3,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_4,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_1,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_2,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_9,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_7,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_8,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
xfmr_meter_671_b_2,0.000000,0.000000,100.439898,3.648515,0.000000,0.000000
xfmr_meter_671_b_3,0.000000,0.000000,100.439898,3.648515,0.000000,0.000000
xfmr_meter_671_b_4,0.000000,0.000000,100.439898,3.648515,0.000000,0.000000
xfmr_meter_671_b_5,0.000000,0.000000,100.439898,3.648515,0.000000,0.000000
xfmr_meter_671_b_1,0.000000,0.000000,100.439898,3.648515,0.000000,0.000000
trip_load_645_c_h_8,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_645_c_h_9,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_645_c_h_6,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_645_c_h_7,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_645_c_h_4,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_645_c_h_5,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_645_c_h_2,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_645_c_h_3,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_645_c_h_1,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
meter_675_a,101.260175,-0.555468,0.000000,0.000000,0.000000,0.000000
meter_675_b,0.000000,0.000000,100.927030,3.646496,0.000000,0.000000
meter_675_c,0.000000,0.000000,0.000000,0.000000,101.511786,1.549539
xfmr_meter_645_b_5,0.000000,0.000000,98.484519,3.656672,0.000000,0.000000
xfmr_meter_645_b_3,0.000000,0.000000,98.484519,3.656672,0.000000,0.000000
xfmr_meter_645_b_4,0.000000,0.000000,98.484519,3.656672,0.000000,0.000000
xfmr_meter_645_b_1,0.000000,0.000000,98.484519,3.656672,0.000000,0.000000
xfmr_meter_645_b_2,0.000000,0.000000,98.484519,3.656672,0.000000,0.000000
trip_node_692_b_3,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_node_632_b_1,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_node_692_b_2,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_node_692_b_1,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_node_692_b_5,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_node_692_b_4,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_node_671_a_3,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_node_671_a_2,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_node_671_a_1,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_node_632_b_4,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_node_632_b_5,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_node_632_b_2,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_node_671_a_5,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_node_632_b_3,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_node_671_a_4,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_632_a_h_8,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_632_a_h_9,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_632_a_h_6,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_632_a_h_7,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_632_a_h_4,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_632_a_h_5,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_632_a_h_2,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_632_a_h_3,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_632_a_h_1,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
xfmr_meter_680_b_3,0.000000,0.000000,100.439899,3.648515,0.000000,0.000000
xfmr_meter_680_b_2,0.000000,0.000000,100.439899,3.648515,0.000000,0.000000
xfmr_meter_680_b_1,0.000000,0.000000,100.439899,3.648515,0.000000,0.000000
xfmr_meter_680_b_5,0.000000,0.000000,100.439899,3.648515,0.000000,0.000000
xfmr_meter_680_b_4,0.000000,0.000000,100.439899,3.648515,0.000000,0.000000
xfmr_meter_633_a_5,98.624449,-0.538145,0.000000,0.000000,0.000000,0.000000
xfmr_meter_633_a_2,98.624449,-0.538145,0.000000,0.000000,0.000000,0.000000
xfmr_meter_633_a_1,98.624449,-0.538145,0.000000,0.000000,0.000000,0.000000
xfmr_meter_633_a_4,98.624449,-0.538145,0.000000,0.000000,0.000000,0.000000
xfmr_meter_633_a_3,98.624449,-0.538145,0.000000,0.000000,0.000000,0.000000
trip_node_680_a_1,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_node_680_a_4,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_node_680_a_5,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_node_680_a_2,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_node_680_a_3,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_633_a_h_2,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_1,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
meter_680_a,100.732844,-0.552052,0.000000,0.000000,0.000000,0.000000
trip_load_633_a_h_4,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
meter_680_b,0.000000,0.000000,100.439899,3.648515,0.000000,0.000000
trip_load_633_a_h_3,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
meter_680_c,0.000000,0.000000,0.000000,0.000000,100.959199,1.551820
trip_load_633_a_h_9,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_6,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_5,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_8,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_7,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_node_671_c_2,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_node_671_c_3,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_node_671_c_4,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_node_671_c_5,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_node_671_c_1,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_1,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_2,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_5,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_6,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_3,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_4,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_9,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_7,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_8,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
xfmr_meter_675_c_5,0.000000,0.000000,0.000000,0.000000,101.511786,1.549539
xfmr_meter_632_c_5,0.000000,0.000000,0.000000,0.000000,98.743190,1.561079
xfmr_meter_632_c_4,0.000000,0.000000,0.000000,0.000000,98.743190,1.561079
xfmr_meter_632_c_3,0.000000,0.000000,0.000000,0.000000,98.743190,1.561079
xfmr_meter_675_c_2,0.000000,0.000000,0.000000,0.000000,101.511786,1.549539
xfmr_meter_632_c_2,0.000000,0.000000,0.000000,0.000000,98.743190,1.561079
xfmr_meter_675_c_1,0.000000,0.000000,0.000000,0.000000,101.511786,1.549539
xfmr_meter_632_c_1,0.000000,0.000000,0.000000,0.000000,98.743190,1.561079
xfmr_meter_675_c_4,0.000000,0.000000,0.000000,0.000000,101.511786,1.549539
xfmr_meter_675_c_3,0.000000,0.000000,0.000000,0.000000,101.511786,1.549539
trip_load_692_c_h_21,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_20,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_23,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_22,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_633_a_h_40,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_692_c_h_25,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_24,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_27,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_26,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_a_h_1,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_c_h_29,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_28,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_a_h_3,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_2,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_9,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_8,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_5,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_4,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_7,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_6,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
n611,0.000000,0.000000,0.000000,0.000000,100.959198,1.551820
trip_load_633_a_h_37,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_36,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_39,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_692_c_h_30,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_633_a_h_38,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_33,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_692_c_h_10,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_633_a_h_32,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_35,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_692_c_h_12,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_633_a_h_34,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_692_c_h_11,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_14,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_13,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_633_a_h_31,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_692_c_h_16,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_633_a_h_30,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_692_c_h_15,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_18,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_17,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_19,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_633_a_h_29,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_26,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_25,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_28,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_27,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_22,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_21,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_24,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_23,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_671_a_h_28,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_node_652_a_1,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_27,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_node_652_a_2,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_633_a_h_20,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_node_652_a_3,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_29,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_node_652_a_4,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_24,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_node_652_a_5,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_23,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_26,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_25,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_20,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_22,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_21,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
meter_671_a,100.732843,-0.552052,0.000000,0.000000,0.000000,0.000000
meter_671_b,0.000000,0.000000,100.439898,3.648515,0.000000,0.000000
n632,98.624448,-0.538145,98.484519,3.656672,98.743190,1.561079
meter_671_c,0.000000,0.000000,0.000000,0.000000,100.959198,1.551820
n630,96.535269,-0.523629,96.535307,3.665161,96.535300,1.570766
trip_load_633_a_h_19,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_18,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
n633,98.624449,-0.538145,98.484519,3.656672,98.743190,1.561079
n634,19.724890,-0.538145,19.696904,3.656672,19.748638,1.561079
trip_load_633_a_h_15,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_14,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_17,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_16,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_633_a_h_11,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_692_c_h_32,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_633_a_h_10,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_692_c_h_31,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_633_a_h_13,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_692_c_h_34,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_633_a_h_12,4.931222,-0.538145,4.931222,-0.538145,0.000000,0.000000
trip_load_692_c_h_33,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_671_a_h_39,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_692_c_h_36,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_671_a_h_38,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_692_c_h_35,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_38,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_37,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_671_a_h_35,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_34,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_692_c_h_39,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_671_a_h_37,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_36,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_31,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_30,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_33,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_32,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
xfmr_meter_632_a_1,98.624449,-0.538145,0.000000,0.000000,0.000000,0.000000
trip_load_671_a_h_40,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
xfmr_meter_675_a_2,101.260175,-0.555468,0.000000,0.000000,0.000000,0.000000
xfmr_meter_675_a_1,101.260175,-0.555468,0.000000,0.000000,0.000000,0.000000
trip_load_632_c_h_13,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_load_632_c_h_14,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_load_632_c_h_11,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
trip_load_632_c_h_12,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
xfmr_meter_632_a_5,98.624449,-0.538145,0.000000,0.000000,0.000000,0.000000
xfmr_meter_675_a_4,101.260175,-0.555468,0.000000,0.000000,0.000000,0.000000
trip_load_632_c_h_10,4.937159,1.561079,4.937159,1.561079,0.000000,0.000000
xfmr_meter_632_a_4,98.624449,-0.538145,0.000000,0.000000,0.000000,0.000000
xfmr_meter_675_a_3,101.260175,-0.555468,0.000000,0.000000,0.000000,0.000000
xfmr_meter_632_a_3,98.624449,-0.538145,0.000000,0.000000,0.000000,0.000000
trip_load_692_c_h_40,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
xfmr_meter_632_a_2,98.624449,-0.538145,0.000000,0.000000,0.000000,0.000000
xfmr_meter_675_a_5,101.260175,-0.555468,0.000000,0.000000,0.000000,0.000000
trip_load_692_b_h_7,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_load_692_b_h_8,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_load_692_b_h_9,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_load_692_b_h_3,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_load_692_b_h_4,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_load_692_b_h_5,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_load_692_b_h_6,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_load_684_a_h_31,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_30,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_26,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
n650,86.881825,-0.523599,86.881825,3.665191,86.881825,1.570796
trip_load_684_a_h_25,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_28,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_27,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
