# Master_curr.csv run at 2000-01-01 00:00:00 EST on 2616 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
tpx_trip_line_692_b_h_13,0.000000,-0.852319,0.000000,1.253532,0.000000,0.000000
tpx_trip_line_692_b_h_10,0.000000,-0.698290,0.000000,2.472702,0.000000,0.000000
tpx_trip_line_692_b_h_11,0.000000,-0.698290,0.000000,2.472702,0.000000,0.000000
tpx_trip_line_692_b_h_16,0.000000,-0.698290,0.000000,2.472702,0.000000,0.000000
tpx_trip_line_692_b_h_17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_692_b_h_14,0.000000,-0.698290,0.000000,2.472702,0.000000,0.000000
tpx_trip_line_692_b_h_15,0.000000,-0.698290,0.000000,2.472702,0.000000,0.000000
tpx_trip_line_692_b_h_18,0.000000,2.426989,0.000000,2.438715,0.000000,0.000000
tpx_trip_line_692_b_h_19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_692_c_h_25,0.000000,1.928678,0.000000,1.981634,0.000000,0.000000
tpx_trip_line_692_c_h_24,0.000000,1.945800,0.000000,1.980312,0.000000,0.000000
tpx_trip_line_692_c_h_23,0.000000,1.945800,0.000000,1.980312,0.000000,0.000000
tpx_trip_line_692_c_h_22,0.000000,1.945800,0.000000,1.980312,0.000000,0.000000
tpx_trip_line_692_c_h_21,0.000000,1.945800,0.000000,1.980312,0.000000,0.000000
tpx_trip_line_692_c_h_20,0.000000,2.054769,0.000000,-1.156332,0.000000,0.000000
tpx_trip_line_632_b_h_40,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_692_c_h_29,0.000000,-1.168637,0.000000,-1.201211,0.000000,0.000000
tpx_trip_line_692_c_h_28,0.000000,-1.168637,0.000000,-1.201211,0.000000,0.000000
tpx_trip_line_692_c_h_27,0.000000,-1.168637,0.000000,-1.201211,0.000000,0.000000
tpx_trip_line_692_c_h_26,0.000000,-1.168637,0.000000,-1.201211,0.000000,0.000000
tpx_trip_line_671_a_h_31,0.000000,4.686999,0.000000,1.523443,0.000000,0.000000
tpx_trip_line_671_a_h_30,0.000000,4.686999,0.000000,1.523443,0.000000,0.000000
tpx_trip_line_692_b_h_20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_632_b_h_39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_632_b_h_38,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_632_b_h_37,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_671_a_h_35,0.000000,1.856991,0.000000,-1.503243,0.000000,0.000000
tpx_trip_line_692_b_h_23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_632_b_h_36,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_671_a_h_34,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_692_b_h_24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_632_b_h_35,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_671_a_h_33,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_692_b_h_21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_632_b_h_34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_671_a_h_32,0.000000,4.686999,0.000000,1.523443,0.000000,0.000000
tpx_trip_line_692_b_h_22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_671_a_h_39,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_692_b_h_27,0.000000,0.408859,0.000000,3.579851,0.000000,0.000000
tpx_trip_line_671_a_h_38,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_692_b_h_28,0.000000,0.817881,0.000000,-1.010389,0.000000,0.000000
tpx_trip_line_671_a_h_37,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_692_b_h_25,0.000000,0.408859,0.000000,3.579851,0.000000,0.000000
tpx_trip_line_671_a_h_36,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_692_b_h_26,0.000000,0.408859,0.000000,3.579851,0.000000,0.000000
tpx_trip_line_692_b_h_29,0.000000,0.408859,0.000000,3.579851,0.000000,0.000000
tpx_trip_line_692_c_h_36,0.000000,2.945688,0.000000,0.502906,0.000000,0.000000
tpx_trip_line_692_c_h_35,0.000000,3.608111,0.000000,0.595286,0.000000,0.000000
tpx_trip_line_692_c_h_34,0.000000,3.608111,0.000000,0.595286,0.000000,0.000000
tpx_trip_line_692_c_h_33,0.000000,3.608111,0.000000,0.595286,0.000000,0.000000
tpx_trip_line_692_c_h_32,0.000000,-1.168637,0.000000,-1.201211,0.000000,0.000000
tpx_trip_line_692_c_h_31,0.000000,-1.168637,0.000000,-1.201211,0.000000,0.000000
tpx_trip_line_692_c_h_30,0.000000,-1.168637,0.000000,-1.201211,0.000000,0.000000
tpx_trip_line_632_b_h_33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_632_b_h_32,0.000000,0.828884,0.000000,3.554951,0.000000,0.000000
tpx_trip_line_632_b_h_31,0.000000,0.828884,0.000000,3.554951,0.000000,0.000000
tpx_trip_line_632_b_h_30,0.000000,0.028942,0.000000,2.855484,0.000000,0.000000
tpx_trip_line_692_c_h_39,0.000000,3.608111,0.000000,0.595286,0.000000,0.000000
tpx_trip_line_692_c_h_38,0.000000,3.608111,0.000000,0.595286,0.000000,0.000000
tpx_trip_line_692_c_h_37,0.000000,3.608111,0.000000,0.595286,0.000000,0.000000
tpx_trip_line_645_c_h_19,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_645_c_h_2,0.000000,-1.195793,0.000000,-1.161281,0.000000,0.000000
tpx_trip_line_671_a_h_20,0.000000,0.392545,0.000000,0.404271,0.000000,0.000000
tpx_trip_line_692_b_h_30,0.000000,0.408859,0.000000,3.579851,0.000000,0.000000
line_ol_684_a,0.000015,0.960099,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_632_b_h_29,0.000000,0.828884,0.000000,3.554951,0.000000,0.000000
tpx_trip_line_645_c_h_3,0.000000,-1.195793,0.000000,-1.161281,0.000000,0.000000
tpx_trip_line_692_b_h_31,0.000000,0.408859,0.000000,3.579851,0.000000,0.000000
tpx_trip_line_632_b_h_28,0.000000,0.828884,0.000000,3.554951,0.000000,0.000000
tpx_trip_line_632_b_h_27,0.000000,0.828884,0.000000,3.554951,0.000000,0.000000
tpx_trip_line_645_c_h_1,0.000000,-1.195793,0.000000,-1.161281,0.000000,0.000000
tpx_trip_line_632_b_h_26,0.000000,0.828884,0.000000,3.554951,0.000000,0.000000
tpx_trip_line_645_c_h_15,0.000000,1.961303,0.000000,1.976346,0.000000,0.000000
tpx_trip_line_671_a_h_24,0.000000,0.392545,0.000000,0.404271,0.000000,0.000000
tpx_trip_line_692_b_h_34,0.000000,0.438258,0.000000,3.557887,0.000000,0.000000
tpx_trip_line_632_b_h_25,0.000000,0.828884,0.000000,3.554951,0.000000,0.000000
tpx_trip_line_645_c_h_16,0.000000,1.961303,0.000000,1.976346,0.000000,0.000000
tpx_trip_line_671_a_h_23,0.000000,0.392545,0.000000,0.404271,0.000000,0.000000
tpx_trip_line_692_b_h_35,0.000000,0.438258,0.000000,3.557887,0.000000,0.000000
tpx_trip_line_632_b_h_24,0.000000,1.979655,0.000000,-1.132538,0.000000,0.000000
tpx_trip_line_645_c_h_17,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_671_a_h_22,0.000000,0.392545,0.000000,0.404271,0.000000,0.000000
tpx_trip_line_692_b_h_32,0.000000,0.408859,0.000000,3.579851,0.000000,0.000000
line_ol_684_c,0.000000,0.000000,0.000000,0.000000,0.000015,3.063972
tpx_trip_line_632_b_h_23,0.000000,1.979655,0.000000,-1.132538,0.000000,0.000000
tpx_trip_line_645_c_h_18,0.000000,3.459594,0.000000,0.632637,0.000000,0.000000
tpx_trip_line_671_a_h_21,0.000000,0.392545,0.000000,0.404271,0.000000,0.000000
tpx_trip_line_692_b_h_33,0.000000,0.438258,0.000000,3.557887,0.000000,0.000000
tpx_trip_line_671_a_h_28,0.000000,4.686999,0.000000,1.523443,0.000000,0.000000
tpx_trip_line_692_b_h_38,0.000000,0.438258,0.000000,3.557887,0.000000,0.000000
tpx_trip_line_671_a_h_27,0.000000,4.686999,0.000000,1.523443,0.000000,0.000000
tpx_trip_line_692_b_h_39,0.000000,0.438258,0.000000,3.557887,0.000000,0.000000
tpx_trip_line_645_c_h_8,0.000000,-1.195793,0.000000,-1.161281,0.000000,0.000000
tpx_trip_line_671_a_h_26,0.000000,4.686999,0.000000,1.523443,0.000000,0.000000
tpx_trip_line_692_b_h_36,0.000000,0.438258,0.000000,3.557887,0.000000,0.000000
tpx_trip_line_645_c_h_9,0.000000,1.961303,0.000000,1.976346,0.000000,0.000000
tpx_trip_line_671_a_h_25,0.000000,0.392545,0.000000,0.404271,0.000000,0.000000
tpx_trip_line_692_b_h_37,0.000000,0.438258,0.000000,3.557887,0.000000,0.000000
tpx_trip_line_645_c_h_6,0.000000,-1.195793,0.000000,-1.161281,0.000000,0.000000
tpx_trip_line_645_c_h_7,0.000000,-1.195793,0.000000,-1.161281,0.000000,0.000000
tpx_trip_line_645_c_h_4,0.000000,-1.195793,0.000000,-1.161281,0.000000,0.000000
tpx_trip_line_645_c_h_5,0.000000,1.994084,0.000000,-1.151957,0.000000,0.000000
tpx_trip_line_671_a_h_29,0.000000,4.686999,0.000000,1.523443,0.000000,0.000000
tpx_trip_line_632_b_h_22,0.000000,1.979655,0.000000,-1.132538,0.000000,0.000000
tpx_trip_line_645_c_h_11,0.000000,1.961303,0.000000,1.976346,0.000000,0.000000
tpx_trip_line_632_b_h_21,0.000000,1.979655,0.000000,-1.132538,0.000000,0.000000
tpx_trip_line_645_c_h_12,0.000000,1.961303,0.000000,1.976346,0.000000,0.000000
tpx_trip_line_632_b_h_20,0.000000,1.979655,0.000000,-1.132538,0.000000,0.000000
tpx_trip_line_645_c_h_13,0.000000,0.052369,0.000000,3.275709,0.000000,0.000000
tpx_trip_line_645_c_h_14,0.000000,1.961303,0.000000,1.976346,0.000000,0.000000
tpx_trip_line_645_c_h_10,0.000000,1.961303,0.000000,1.976346,0.000000,0.000000
tpx_trip_line_632_b_h_19,0.000000,2.443303,0.000000,-0.668891,0.000000,0.000000
tpx_trip_line_632_b_h_18,0.000000,1.979655,0.000000,-1.132538,0.000000,0.000000
tpx_trip_line_632_b_h_17,0.000000,1.979655,0.000000,-1.132538,0.000000,0.000000
tpx_trip_line_632_b_h_16,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_692_b_h_40,0.000000,2.009054,0.000000,-1.154502,0.000000,0.000000
tpx_trip_line_632_b_h_15,0.000000,3.534137,0.000000,3.545863,0.000000,0.000000
tpx_trip_line_645_c_h_26,0.000000,0.368061,0.000000,3.487690,0.000000,0.000000
tpx_trip_line_671_a_h_13,0.000000,2.289273,0.000000,4.395125,0.000000,0.000000
tpx_trip_line_632_b_h_14,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_645_c_h_27,0.000000,0.368061,0.000000,3.487690,0.000000,0.000000
tpx_trip_line_671_a_h_12,0.000000,2.289273,0.000000,4.395125,0.000000,0.000000
tpx_trip_line_632_b_h_13,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_645_c_h_28,0.000000,-1.199870,0.000000,-1.160844,0.000000,0.000000
tpx_trip_line_671_a_h_11,0.000000,2.289273,0.000000,4.395125,0.000000,0.000000
tpx_trip_line_632_b_h_12,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_645_c_h_29,0.000000,0.368061,0.000000,3.487690,0.000000,0.000000
tpx_trip_line_671_a_h_10,0.000000,2.289273,0.000000,4.395125,0.000000,0.000000
tpx_trip_line_671_a_h_17,0.000000,0.392545,0.000000,0.404271,0.000000,0.000000
tpx_trip_line_671_a_h_16,0.000000,2.289273,0.000000,4.395125,0.000000,0.000000
tpx_trip_line_671_a_h_15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_671_a_h_14,0.000000,2.289273,0.000000,4.395125,0.000000,0.000000
tpx_trip_line_671_a_h_19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_671_a_h_18,0.000000,0.392545,0.000000,0.404271,0.000000,0.000000
line_ul692-675,29.006883,1.015329,28.911452,-1.065893,29.078957,3.120335
tpx_trip_line_692_c_h_14,0.000000,-0.191374,0.000000,0.427701,0.000000,0.000000
tpx_trip_line_692_c_h_13,0.000000,-0.191374,0.000000,0.427701,0.000000,0.000000
tpx_trip_line_692_c_h_12,0.000000,-0.191374,0.000000,0.427701,0.000000,0.000000
tpx_trip_line_692_c_h_11,0.000000,-0.191374,0.000000,0.427701,0.000000,0.000000
tpx_trip_line_692_c_h_10,0.000000,-0.191374,0.000000,0.427701,0.000000,0.000000
tpx_trip_line_632_b_h_11,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_645_c_h_22,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_632_b_h_10,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_645_c_h_23,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_645_c_h_24,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_645_c_h_25,0.000000,0.368061,0.000000,3.487690,0.000000,0.000000
tpx_trip_line_692_c_h_19,0.000000,1.945800,0.000000,1.980312,0.000000,0.000000
tpx_trip_line_692_c_h_18,0.000000,1.945800,0.000000,1.980312,0.000000,0.000000
tpx_trip_line_692_c_h_17,0.000000,1.945800,0.000000,1.980312,0.000000,0.000000
tpx_trip_line_645_c_h_20,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_692_c_h_16,0.000000,-0.191374,0.000000,0.427701,0.000000,0.000000
tpx_trip_line_645_c_h_21,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_692_c_h_15,0.000000,-1.185986,0.000000,-1.163068,0.000000,0.000000
tpx_trip_line_645_c_h_37,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_645_c_h_38,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_652_a_h_40,0.000000,-0.984469,0.000000,2.949394,0.000000,0.000000
tpx_trip_line_645_c_h_39,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_684_c_h_40,0.000000,1.970901,0.000000,1.960218,0.000000,0.000000
tpx_trip_line_675_c_h_20,0.000000,3.341341,0.000000,0.380761,0.000000,0.000000
tpx_trip_line_675_c_h_22,0.000000,3.312980,0.000000,3.583079,0.000000,0.000000
tpx_trip_line_675_c_h_21,0.000000,3.341341,0.000000,0.380761,0.000000,0.000000
tpx_trip_line_675_c_h_24,0.000000,3.341341,0.000000,0.380761,0.000000,0.000000
tpx_trip_line_675_c_h_23,0.000000,3.341341,0.000000,0.380761,0.000000,0.000000
tpx_trip_line_675_c_h_26,0.000000,0.785498,0.000000,3.617718,0.000000,0.000000
tpx_trip_line_675_c_h_25,0.000000,0.785498,0.000000,3.617718,0.000000,0.000000
tpx_trip_line_675_c_h_28,0.000000,0.957200,0.000000,3.454399,0.000000,0.000000
tpx_trip_line_675_c_h_27,0.000000,0.785498,0.000000,3.617718,0.000000,0.000000
line_ul684-652,0.000036,0.994403,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_675_c_h_29,0.000000,0.785498,0.000000,3.617718,0.000000,0.000000
tpx_trip_line_645_c_h_33,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_645_c_h_34,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_645_c_h_35,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_645_c_h_36,0.000000,3.459594,0.000000,0.632637,0.000000,0.000000
tpx_trip_line_645_c_h_30,0.000000,0.368061,0.000000,3.487690,0.000000,0.000000
tpx_trip_line_645_c_h_31,0.000000,0.368061,0.000000,3.487690,0.000000,0.000000
tpx_trip_line_645_c_h_32,0.000000,0.368061,0.000000,3.487690,0.000000,0.000000
tpx_trip_line_632_a_h_10,0.000000,4.657600,0.000000,1.545407,0.000000,0.000000
tpx_trip_line_675_c_h_11,0.000000,0.132582,0.000000,3.480886,0.000000,0.000000
tpx_trip_line_675_c_h_10,0.000000,-1.400387,0.000000,-1.158122,0.000000,0.000000
tpx_trip_line_632_a_h_13,0.000000,4.657600,0.000000,1.545407,0.000000,0.000000
tpx_trip_line_675_c_h_13,0.000000,-1.400387,0.000000,-1.158122,0.000000,0.000000
tpx_trip_line_632_a_h_14,0.000000,4.657600,0.000000,1.545407,0.000000,0.000000
tpx_trip_line_675_c_h_12,0.000000,-1.400387,0.000000,-1.158122,0.000000,0.000000
tpx_trip_line_632_a_h_11,0.000000,4.657600,0.000000,1.545407,0.000000,0.000000
tpx_trip_line_675_c_h_15,0.000000,-1.400387,0.000000,-1.158122,0.000000,0.000000
tpx_trip_line_632_a_h_12,0.000000,4.657600,0.000000,1.545407,0.000000,0.000000
tpx_trip_line_675_c_h_14,0.000000,-1.400387,0.000000,-1.158122,0.000000,0.000000
tpx_trip_line_632_a_h_17,0.000000,2.237047,0.000000,1.321116,0.000000,0.000000
tpx_trip_line_675_c_h_17,0.000000,3.341341,0.000000,0.380761,0.000000,0.000000
tpx_trip_line_632_a_h_18,0.000000,2.237047,0.000000,1.321116,0.000000,0.000000
tpx_trip_line_675_c_h_16,0.000000,-1.400387,0.000000,-1.158122,0.000000,0.000000
tpx_trip_line_632_a_h_15,0.000000,4.657600,0.000000,1.545407,0.000000,0.000000
tpx_trip_line_675_c_h_19,0.000000,3.341341,0.000000,0.380761,0.000000,0.000000
tpx_trip_line_632_a_h_16,0.000000,1.979655,0.000000,-1.132538,0.000000,0.000000
tpx_trip_line_675_c_h_18,0.000000,3.341341,0.000000,0.380761,0.000000,0.000000
tpx_trip_line_632_a_h_19,0.000000,2.237047,0.000000,1.321116,0.000000,0.000000
tpx_trip_line_645_c_h_40,0.000000,3.409851,0.000000,0.763150,0.000000,0.000000
tpx_trip_line_684_c_h_20,0.000000,3.276515,0.000000,0.792131,0.000000,0.000000
tpx_trip_line_684_c_h_26,0.000000,0.208038,0.000000,3.327668,0.000000,0.000000
tpx_trip_line_684_c_h_25,0.000000,0.208038,0.000000,3.327668,0.000000,0.000000
tpx_trip_line_652_a_h_29,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_684_c_h_28,0.000000,0.208038,0.000000,3.327668,0.000000,0.000000
tpx_trip_line_652_a_h_28,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_684_c_h_27,0.000000,0.208038,0.000000,3.327668,0.000000,0.000000
tpx_trip_line_684_c_h_22,0.000000,3.276515,0.000000,0.792131,0.000000,0.000000
tpx_trip_line_684_c_h_21,0.000000,3.276515,0.000000,0.792131,0.000000,0.000000
line_ol_671_c_xfmr_671_c_1,0.000000,0.000000,0.000000,0.000000,0.000002,3.051445
tpx_trip_line_684_c_h_24,0.000000,3.276515,0.000000,0.792131,0.000000,0.000000
tpx_trip_line_684_c_h_23,0.000000,3.276515,0.000000,0.792131,0.000000,0.000000
line_ol_671_c_xfmr_671_c_3,0.000000,0.000000,0.000000,0.000000,0.000002,3.051446
tpx_trip_line_652_a_h_23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
line_ol_671_c_xfmr_671_c_2,0.000000,0.000000,0.000000,0.000000,0.000002,3.051445
tpx_trip_line_652_a_h_22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
line_ol_671_c_xfmr_671_c_5,0.000000,0.000000,0.000000,0.000000,0.000002,3.051446
tpx_trip_line_652_a_h_21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
line_ol_671_c_xfmr_671_c_4,0.000000,0.000000,0.000000,0.000000,0.000002,3.051445
tpx_trip_line_652_a_h_20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_652_a_h_27,0.000000,-0.984469,0.000000,2.949394,0.000000,0.000000
tpx_trip_line_652_a_h_26,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_684_c_h_29,0.000000,0.208038,0.000000,3.327668,0.000000,0.000000
tpx_trip_line_652_a_h_25,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_652_a_h_24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_652_a_h_30,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_684_c_h_31,0.000000,2.111626,0.000000,-1.156895,0.000000,0.000000
tpx_trip_line_684_c_h_30,0.000000,0.208038,0.000000,3.327668,0.000000,0.000000
tpx_trip_line_684_c_h_37,0.000000,-0.939918,0.000000,1.984382,0.000000,0.000000
tpx_trip_line_684_c_h_36,0.000000,-0.939918,0.000000,1.984382,0.000000,0.000000
tpx_trip_line_684_c_h_39,0.000000,-0.939918,0.000000,1.984382,0.000000,0.000000
tpx_trip_line_652_a_h_39,0.000000,-0.984469,0.000000,2.949394,0.000000,0.000000
tpx_trip_line_684_c_h_38,0.000000,-0.939918,0.000000,1.984382,0.000000,0.000000
tpx_trip_line_684_c_h_33,0.000000,-0.939918,0.000000,1.984382,0.000000,0.000000
tpx_trip_line_684_c_h_32,0.000000,0.208038,0.000000,3.327668,0.000000,0.000000
tpx_trip_line_684_c_h_35,0.000000,-0.939918,0.000000,1.984382,0.000000,0.000000
tpx_trip_line_684_c_h_34,0.000000,-0.939918,0.000000,1.984382,0.000000,0.000000
tpx_trip_line_652_a_h_34,0.000000,-0.984469,0.000000,2.949394,0.000000,0.000000
tpx_trip_line_652_a_h_33,0.000000,0.438258,0.000000,3.557887,0.000000,0.000000
tpx_trip_line_652_a_h_32,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_652_a_h_31,0.000000,1.545407,0.000000,4.665036,0.000000,0.000000
tpx_trip_line_652_a_h_38,0.000000,-0.984469,0.000000,2.949394,0.000000,0.000000
tpx_trip_line_652_a_h_37,0.000000,-0.984469,0.000000,2.949394,0.000000,0.000000
tpx_trip_line_652_a_h_36,0.000000,-0.984469,0.000000,2.949394,0.000000,0.000000
tpx_trip_line_652_a_h_35,0.000000,-0.984469,0.000000,2.949394,0.000000,0.000000
tpx_trip_line_692_a_h_18,0.000000,1.963341,0.000000,1.975067,0.000000,0.000000
tpx_trip_line_692_a_h_17,0.000000,-1.132538,0.000000,1.987091,0.000000,0.000000
tpx_trip_line_692_a_h_19,0.000000,-1.132538,0.000000,1.987091,0.000000,0.000000
tpx_trip_line_692_a_h_14,0.000000,3.959934,0.000000,1.122533,0.000000,0.000000
tpx_trip_line_692_a_h_13,0.000000,3.579851,0.000000,0.416295,0.000000,0.000000
tpx_trip_line_692_a_h_16,0.000000,3.959934,0.000000,1.122533,0.000000,0.000000
tpx_trip_line_692_a_h_15,0.000000,3.959934,0.000000,1.122533,0.000000,0.000000
tpx_trip_line_692_a_h_10,0.000000,3.959934,0.000000,1.122533,0.000000,0.000000
tpx_trip_line_692_a_h_12,0.000000,3.959934,0.000000,1.122533,0.000000,0.000000
tpx_trip_line_692_a_h_11,0.000000,3.959934,0.000000,1.122533,0.000000,0.000000
